id,scope,subject,old_owner,new_owner,callers,disposition,evidence
P0358,python-symbol,__all__,metrics/common.py,report/metrics/,sm/__init__.py:22; sm/adams/__init__.py:157,migrate to report/metrics; preserve API and artifact status,sm/metrics/common.py:117; top-level constant
P0359,python-symbol,_WHEELS,metrics/vehicle.py,report/metrics/,sm/analysis/vehicle_physics.py:14; sm/analysis/vehicle_physics.py:59,migrate to report/metrics; preserve API and artifact status,sm/metrics/vehicle.py:13; top-level constant
P0360,python-symbol,wheel_load_metrics,metrics/vehicle.py,report/metrics/,sm/analysis/__init__.py:30; sm/analysis/__init__.py:50,migrate to report/metrics; preserve API and artifact status,sm/metrics/vehicle.py:16; top-level FunctionDef
P0361,python-symbol,_embedded_wheel_loads,metrics/vehicle.py,report/metrics/,sm/metrics/vehicle.py:69,migrate to report/metrics; preserve API and artifact status,sm/metrics/vehicle.py:41; top-level FunctionDef
P0362,python-symbol,compute_vehicle_metrics,metrics/vehicle.py,report/metrics/,sm/metrics/__init__.py:21; sm/metrics/__init__.py:30,migrate to report/metrics; preserve API and artifact status,sm/metrics/vehicle.py:54; top-level FunctionDef
P0363,python-symbol,vehicle_metrics,metrics/vehicle.py,report/metrics/,sm/metrics/__init__.py:21; sm/metrics/__init__.py:40,migrate to report/metrics; preserve API and artifact status,sm/metrics/vehicle.py:78; top-level FunctionDef
P0364,python-symbol,__all__,metrics/vehicle.py,report/metrics/,sm/__init__.py:22; sm/adams/__init__.py:157,migrate to report/metrics; preserve API and artifact status,sm/metrics/vehicle.py:83; top-level constant
P0365,python-symbol,PAC2002_ADAMS_GATED_USE_MODES,pac2002_scope/pac2002_scope.py,adams/ evidence registry,sm/pac2002_scope.py:20; sm/tests/adams/test_pac2002_adams_correlation_gate.py:952,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:39; top-level constant
P0366,python-symbol,PAC2002_UNGATED_USE_MODE_REASONS,pac2002_scope/pac2002_scope.py,adams/ evidence registry,sm/pac2002_scope.py:20; sm/tests/adams/test_pac2002_native_scope_audit.py:262,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:41; top-level constant
P0367,python-symbol,Pac2002FeatureFamily,pac2002_scope/pac2002_scope.py,kernel/capabilities.py,sm/pac2002_scope.py:171; sm/pac2002_scope.py:203,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:59; top-level ClassDef
P0368,python-symbol,PAC2002_NATIVE_IMPLEMENTED_FEATURES,pac2002_scope/pac2002_scope.py,adams/ evidence registry,sm/adams/full_vehicle_model.py:25; sm/adams/full_vehicle_model.py:650,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:72; top-level constant
P0369,python-symbol,PAC2002_NATIVE_NOT_IMPLEMENTED_FEATURES,pac2002_scope/pac2002_scope.py,adams/ evidence registry,sm/adams/full_vehicle_model.py:26; sm/adams/full_vehicle_model.py:651,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:120; top-level constant
P0370,python-symbol,PAC2002_FAMILY_DECLARED_GAP,pac2002_scope/pac2002_scope.py,adams/ evidence registry,sm/tests/adams/test_pac2002_native_scope_audit.py:22; sm/tests/adams/test_pac2002_native_scope_audit.py:42,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:139; top-level constant
P0371,python-symbol,PAC2002_FEATURE_FLAG_DECLARED_GAP,pac2002_scope/pac2002_scope.py,adams/ evidence registry,sm/tests/adams/test_pac2002_native_scope_audit.py:23; sm/tests/adams/test_pac2002_native_scope_audit.py:114,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:151; top-level constant
P0372,python-symbol,PAC2002_PARAMETER_DECLARED_GAP,pac2002_scope/pac2002_scope.py,adams/ evidence registry,sm/tests/adams/test_pac2002_native_scope_audit.py:26; sm/tests/adams/test_pac2002_native_scope_audit.py:117,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:163; top-level constant
P0373,python-symbol,_kernel_scope,pac2002_scope/pac2002_scope.py,kernel/capabilities.py,sm/pac2002_scope.py:233; sm/pac2002_scope.py:272,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:170; top-level FunctionDef
P0374,python-symbol,_KERNEL_SOURCED,pac2002_scope/pac2002_scope.py,kernel/capabilities.py,sm/pac2002_scope.py:231,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:220; top-level constant
P0375,python-symbol,__getattr__,pac2002_scope/pac2002_scope.py,kernel/capabilities.py,sm/pac2002_scope.py:270,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:229; top-level FunctionDef
P0376,python-symbol,pac2002_native_use_mode,pac2002_scope/pac2002_scope.py,kernel/capabilities.py,sm/pac2002_scope.py:275; sm/scripts/audit_pac2002_tire_scope.py:32,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:250; top-level FunctionDef
P0377,python-symbol,_is_absent_or_zero,pac2002_scope/pac2002_scope.py,kernel/capabilities.py,sm/pac2002_scope.py:297,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:258; top-level FunctionDef
P0378,python-symbol,pac2002_unsupported_native_reasons,pac2002_scope/pac2002_scope.py,kernel/capabilities.py,sm/adams/full_vehicle_model.py:28; sm/adams/full_vehicle_model.py:638,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:264; top-level FunctionDef
P0379,python-symbol,validate_pac2002_native_scope,pac2002_scope/pac2002_scope.py,schema/ validation helper,sm/axle_dynamics/schema.py:11; sm/axle_dynamics/schema.py:998,split capability/schema/Adams evidence; delete old module after callers move,sm/pac2002_scope.py:304; top-level FunctionDef
